,stars,body,name,title
190,4.0 out of 5 stars,"Phone is cool , but amuled display is not too bright as samsung , if you shift from samsung to this mobile , then you will be verd sad.Camera captures core images , with higb detailing , very sharp image. If you are a fan of oppo vivo than it also disappoints you. Phone case is very good , overall phone is also good , no hang no lack. Speaker is very good and louder.",Debojyoti,"Clean and smooth phone , no extra app , no ad, ni extra jhikjhak"
191,1.0 out of 5 stars,If you are going for this phone because of the  brand OnePlus - DO NOT GET TRAPPED. This phone is absolutely not worth its price. Camera is as disappointing as it can get. A 8k range phone is of the same level. In my opinion OnePlus got too greedy this time and charged brand premium for an below average phone. They should recall it if they want their reputation to be safe.,STAR FAB,Disappointing OnePlus Product
192,4.0 out of 5 stars,"Well after a lot of research and nail biting I finally decided to go for this phone. Previously I was using a OnePlus 3 and thought this would be a good upgrade but sadly it's just another device. It lacks the whole OnePlus feel in certain areas. I have been using this device for a week now and it's safe to say OnePlus tried to do something extraordinary but it's just another device which lacks the efficiency that my OnePlus 3 still packs. But over-all if you are looking for a decent looking phone under a strict budget then go for it.Battery- It easily lasts a day. I don't play games  at all but it's mostly calls and work related things stuff. Charging is not as fast at all. It takes a lot of time to charge.Performance- Performance is smooth. Multitasking is well handled. Ram management is efficiently handled.Display- Display is good. The screen size is actually pretty huge. They have claimed that users can use it single handed but honestly it's a bit difficult. The 90hz refresh rate does do its thing efficiently. Overall crisp and clear display.Network- Network connectivity is good. Voice calls are clear. It also has wifi calling which makes it easier when we have poor network providers.Camera- This is the part where OnePlus could have done better. It lacks soo many things clarity, sharpness, colour rendering ( in a few shots). I haven't tried the night mode yet but pretty sure it would be just normal and not extraordinary. The front camera also lacks clarity, Sharpness and the pictures come out grainy. Under good lighting the camera does perform good but overall I think they need a major update on this one.Os- It runs android 11 out of the box which is a good thing. There is something lacking in this OS. I still prefer my OnePlus 3 for this. Oxygen OS needs to pull up to get back in the game. No doubt it's smooth, it's customisable, has no bloatware but still it lacks a punch.Unlock- Fingerprint unlock is fast. Face unlock also works perfectly fine.This phone has a few bugs that I found out.1) Bluetooth keeps switching on by itself.2) There is a delay in the notification if the screen is locked.3)Battery does not drain in standby but once you use it immediately after it, it drains quickly.4) Incoming call notifications still remain even though you disconnect the callOverall if you have a tight budget, you could go for it. It delivers the performance that the brand suggests but still a lot of things could have been improved.",Beejoy Venkkat,Honest Review after a week's usage
193,1.0 out of 5 stars,Sharing my experience of New Oneplus Nord 5g.Disappointing Front Camera! Pathetic!Was expecting a good performance from premium brand like One Plus. I bought One Plus Nord CE 5g the other day it was launched.But I didn't find selfie camera as good as expected. When I clicked the photo it shows blue tints below the screen. Also photo gets faded after being processed in the gallery.Not recommending to anyone.I can share the proofs if anyone wants.,Sanya Khetarpaul,Disappointed
194,4.0 out of 5 stars,"Like-design,back is plastic but its look like glass,weight management,cameras,softwareDislike-display is not much clear",Raju,"Overall phone is good except display,picture quality is not clear."
195,4.0 out of 5 stars,"Camera could have been better but it's good enoughNot for gamingGood , fast and sleek for everyday task.No bloatware ( which is why I bought it)Could have given Dolby support.3.5 mm jack back is great help.Battery is fine . I am not a heavy user though I use it as a cellphone.Wifi 6 could have been given .Supports almost all types of connectivity features which is great.With one plus updates do come regularly.It has all things that you want in a cellphone at an above decent level.",Ayush Mohan Das,Not for gamers but for those who want a good cell phone
196,5.0 out of 5 stars,"Like1st Before system updated battery draning too fast after updating its work normal( backup upto 10hr on continuous usage ).2nd charge 70% in 32-34 min.3rd  display is absolute amazing.4th  rear camera is decent , font camera have some bug (but not a big issue)5th performance is decent.6th speaker quality is great.7th oxygen os is great8th dark mode9th vision comfort feature10th ambient display and more  Dislike1st punch hole display2nd not having glass back",Amazon Customer,Great smartphone... Consider it without any doubt
197,5.0 out of 5 stars,The phone is a compact beast. There are no heating issues even while using the phone on plugging it to the Warp charger. Very fast charging. In almost an hour 100% is done. Good battery backup specially if you use it in the auto dimming mode. Feather touch. Display is big enough and slim. The phone is made of plastic...to some it may look cheap but trust me you would hate heavier phones in you trousers after using this. The camera is not bad either. Quality of photos are as good as Redmi Note 10. Yet the RAM and the Internal memory is the best you can get in this segment. Think something... Many of our phones have suffered lags due to heavy data in its system. One plus has given this issue foremost importance. A gamer would love this set due to its battery life.. good sensors and equally good performance. I bet you would not get any better at this price. This is a must buy. One Plus should gift me a Bluetooth smartwatch seeing its sales increase because of my review. Anyways thank you one plus. I have a beast in my pocket now.,Sounak,Value for Money
198,2.0 out of 5 stars,"I have started using the phone since 24th June and transferred all apps only on 25th. The phone lags and hangs and sends ""xyz app is not responding"" at least once every hour or so. The camera is fantastic, agreed. But everything else about is just sad. Has a face recognition unlock feature, it hasn't worked once. For all the hype, this is not a great phone at all. Please do not opt for it. Maybe the higher models are good but if you don't have the budget for them, maybe just stick to brands like Mi. At least you won't feel cheated at that price point.",Anasuya B.,IT HANGS ALL THE TIME IN LESS THAN 36 HOURS OF USE
199,2.0 out of 5 stars,"Biggest issue same specifications and brand like One+ not available in this range. Samsung M42 can be option however it's have lower specifications which covers the price difference ....Baki sub chinese cheep phone koi bhi le lo un per baat kar k time hi wast hogaPro :You will feel happy you have sasta One+ with 1000 card discount ""LOL""2. Camera quality in day light is good3. Display quality quite good4. Fast charging is really good 35-40 min to reach 80 %Cons :Battery is biggest issue here it's draining fast and minimum it needs 2 time charging in a day.2. You will regret "" Why wasted  21000 on use less phone ""3. Absolutely average performance like any 10K to 15K android phone.4. Charger is extra ordinary bulky and tuff to manage during travel.",Sandeep Dixit,"Don't Buy -Below average performance ""Not expected with One+ brand"""
200,3.0 out of 5 stars,"Writing this review after 3 days of light use of this phone.Pros1. Good form factor and comfortable to use.2. Light in weight.3. Good camera (both front and back) quality.4. Unlock by face recognition is fast.5. Good display quality.6. Clean os.Cons1. On screen finger print sensor is slow and many times fails to recognise.2. Some times touch screen fails to register touch.3. Photos takes noticeable time to process and produce out put after taking a snap.4. Battery drains fast. Last hardly 20 hours with light use.(one hour zoom meet, 3 calls, 2 hour social media)5. Screen does not wake up during a call after tapping a screen. (May be solved with some setting).Overall does not satisfy the price. Many phones with lower price are at par",nilesh,Not as expected
201,4.0 out of 5 stars,It's a good phone for 23kPros:*Oxygen OS -good experience (minute bugs)*Good processor 750g*Good amoled screen with 90hz*Light weight and compact*Good selfie camera 16 and main camera 64*Excellent battery backup for 4500mah*Included headphone jack*Case given in the box is stylish and protects the screen and camera well.Cons:*Poor ultrawide camera and useless 2mp sensor*battery charging (0-54%) in 30 min not 70%*Poor haptics*Missing stereo speakers At max volume there is distortion,Hari varshan,My rewiew
202,1.0 out of 5 stars,"Pathetic phone, started hanging issues just within 7 days of purchase. Battery is also draining very fast. heating issue while charging & using it. Want to return it but there is no option except replace..",Tejpal,"Pathetic, one plus value degrading"
203,4.0 out of 5 stars,A very good and decent product from oneplus. I like the way they managed to keep the device affordable,Vicky Gupta,Very nice
204,1.0 out of 5 stars,"#problem  #OnePlusNordCE5G :1. Call light off sencer is not working properly2. During the video call front camera view, you can't click to switch 🤦3. Camera switch time higher front to back4.  Battery backup zero4. you can't turn off  camera during the call  if you click by mistake.5. Cheapest UI6. Clicking Image save time also higher🧑‍🦽7. Camera quality zero, each pictures looks likes yellow effects in low light.8. Overall performance 3/10*9. 🥳🧘🤬🤸OnePlus 💣  #dontbuy #wasteofmoney",ashok raavan,"Total waste of money,  think before to buy"
205,2.0 out of 5 stars,"I ordered an 8GB/128GB version of this phone in the first week of its launch after a long wait. It was a gift for a loved one.Great job by Amazon for on-time and safe delivery.Everything seemed perfect with this phone - the os, display, sound, etc. Initial feedback - it was worth the hype.Then, we started exploring the camera. The main reason why we chose Nord over the other phones. Turned out, its camera is a disaster—too soft l, pale, and tinted images. Nighttime/low light videos, don't even think about it. Feelings for this phone went upside down just because of the camera quality. This 25k phone is worse than a 7-8k phone in terms of images and videos it can produce. Big letdown from one plus.No point if you don't see that happiness on a face of a person you gifted this phone to.One plus will have to do something about this. I wont be only one who has experienced this. The entire perception for one plus has changed because of this one phone",Arvind,Everything is good except the saddest camera.
206,1.0 out of 5 stars,"It is normal  android phone not seems an OnePlusProcessing is very slow, Features are not as expected in oneplus.Took so long time to delete items..Battery is draining fast & battery is getting hot during charging, charging of the phone is not as fast as claimed during launch.Speed of the phone is not good as having 8 GB RAM, Call recording message is giving to other through voice.Over All not a good product",Bandana Vishwakarma,Oneplus Nord CE 5G
207,3.0 out of 5 stars,"Pre booked the OnePlus Nord CE on 11th June  and received it Yesterday. Not sure why there was a delay in delivery, but if this is how things are then it might be difficult for people to buy phones , especially those needing it urgently.Delivery delays aside , here are my insights about the phone so farLikes:1. Weight distribution of the phone is good and form factor feels compact.2. Blue void seems to be the most preferred color for most buyers out there.3. Inclusion of a 3.5 mm headphone jack is a boon.4. Little aggressive, compared to previous gen Nord in terms of pricing.5. Brighter 90hz AMOLED panel at Full HD.6. Decent battery, though yet to see how much it could sustain in long run.7.Smooth Oxygen OSDislikes:1. Absence of Alert Slider, something that made OnePlus phones stand out from other Android phones.2.Lack of basic Ingress Protection and absence of Gorrila glass protection, where other brands have both or either one of them in place.3. Dirac Audio tuning was not at all mentioned in feature list which was disappointing.4. Snapdragon 750G  feels like underpowered when compared to another competitor in Iqoo z2 (sister concern) which has a newer chip.5. Warp charge 30T tends to charge the phone slower (not sure if it's due to high thermals , but was slow ).6. Average cameras.7. Single 5G band for Indian Subcontinent (N72), which is restricted only for defence purposes . Heck even a lower prices Moto G 5G gave 10 different 5G bands while introducing SD 750G.Overall:You can purcahse OnePlus Nord CE 5G if,A. You don't care about the cons seriously as long as phone is good for practical daily use.B. You don't care for extremely delayed delivery timelines.",Gautham V,"Decent phone, albeit with few compromises"
208,1.0 out of 5 stars,"Third class camera quality. Also it got heat after using 15-20 minutes. Bad experience with one plus for this phone . Though I am using one plus 6 from last three years. This is far better than this NORD CE 5G. But with this phone (NORD), it was very bad experience.I recommend do not buy this.",sandeep kunar,Do not buy this phone
209,4.0 out of 5 stars,I have been using one plus 6 for past couple of years and have been waiting for a good phone to launch between 20-25k. This phone meets the expectations expect for the speaker. The speaker could have been better. Kindly improve it one plus. Also the 6GB+128GB version is not available which I first thought of buying. Kindly make it available.,Longpo Cheda,Very good product.
210,3.0 out of 5 stars,"Pros:1.Butter smooth OxygenOS (no lags,no bloatware).2.Snapdragon 750G is powerful but there is minor heating issue.3.Camera capture vibrant pic and videos but it changes the actual colour of the object.4.Fluid Amoled display is one of the best things in this phone.5.Though there is single speaker but it is decently loud.6.Built quality is good enough though it's made up by polycarbonate.Cons:1.Battery is draining faster than usual.2.No slot for memory card.3.Fingerprint scanner is slow and the position of scanner is very lowered and not comfortable,it should be some cm upper than given position.4.Single 5G band is just a formality,other brands are giving 4-5 bands.FINAL VERDICT: THIS PHONE IS JUST A NORMAL PHONE DESERVE 17-18K ₹",mohammad amir,Not a 23k phone
211,3.0 out of 5 stars,"OnePlus has settled now!Battery life not good, but as it have warp charging so will not be an issue. Display is average. Camera is very poor. Processor is good. Biggest issue is its mono speakers as it have only one speaker which also impact the headphones as it doesn't support stereo sound.Overall 7/10 for this phone.",Sandeep,Average Phone
212,1.0 out of 5 stars,Not even close to 1st Nord.Oneplus has cheated it's customers with device.. downgraded everything from 1st Nord at same price.,Amrendar Singh,Ruins OnePlus brand
213,1.0 out of 5 stars,"One plus nord CE has big time network issues. Purchased on 20.06.2021. I am not able to do or recieve calls. I have to restart all the time. My wifi speed is of 250 MBps. Still not able to do any whatsapp call. I tried reset the network, wifi and bluetooth. But of no use. I am using two recently changed new SIM cards. I have restart all the time to place a call. This is too frustrating. Please fo not buy this phone. I am trying return it but I can see only replace option as of now.",Suhas Baykadi,Network issues (Opertor and WiFi)
214,1.0 out of 5 stars,Camera aur battery Bilkul kharab amazon replacement kiya h dekhte kesa aata hOther onplus phone nord k alwa vo ache h camera ka issues to sab meLast use 7 and 7pro and 7t pro camera not good this price,YASHAWANT SINGH,Not buying
215,2.0 out of 5 stars,Not a good experience overall after use of 4days. Camera quality is so poor. 64 MP back camera works like a 8 MP or 16 MP. Heating issue is another concerning point. If you use it for video call or gaming the phone is heated up quickly. This version of one+ is just defaming one+ or you can say the deterioration of one+ started. This is my first experience of any one+ and earlier I heard that one+ is like Apple for those who is really concerned about budget. But this experience of one+ really disappointed me.,Sourav Chakraborty,Not upto the mark
216,5.0 out of 5 stars,"This is the first time I am writing my review for a phone.I have used samsung, Redmi, and MiAll the phones had similar issues - Bad camera, Battery Issues and Storage issues.So this 1plus phone is far better than the above.Pros:- Excellent Camera- Storage Capacity- automatic gaming or reading mode- Connects to 5g- User friendlyCons- Need to charge everyday for 90 mins.- Battery drains out quickly but much better than the above listed brands.- Pretty heavy- Slightly Expensive but negligible considering I got a good exchnage and cash back.Overall I am happy with my phone.",Jayant I.,My first phone review
217,4.0 out of 5 stars,Nice 👍👍👍,Anand,Super phone value for money then very nice 🤠..
218,5.0 out of 5 stars,"Smooth Processing which is my primary requirement along with a good battery life and it stands up to the expectations on these two fronts and I am very happy with that. It doesn't heat up as well. Warp charg is great , 20 to 100% in 75 minutes. Camera is also but I am not a photo person so I would not be the best judge of that.Its very slim and feels comfortable in hands",Mohammad I.,Value for money with good features
219,2.0 out of 5 stars,"If u want brand in this budget then go for it.else it is not worth the money cause u can only do official work on it no any quality.Rating on basis of money = quality compared with others:Camera : 2/5Processor : 2/5Graphics : 2/5Storage : 5/5Ram : 5/5Speed : 2/5UI : 5/5Worst phone for this budget, u can go for realme,poco,mi 11/10i.If u wanna buy OnePlus then, I can say even OnePlus 5(2017) is better then this.",Bhanu Pratap Singh,(Salman ke brand me radhe movie jaisa phone he) (khoda pahad nikli chuhiya) Brand/Brand/Brand.
220,4.0 out of 5 stars,I got it for 23 k for 8 128 gb variant. This is my first one plus handset when I  unlocked it I felt I'm using a premium phone.*It definitely has a premium software however there are small lags in the UI.But it is better than the likes of miui and other custom os.*Camera is pretty decent when you have alot of light but things are not the same for the low light camera.You need to keep the phone steady if you shake it it will produce blur images and it's annoying.😡*Battery is probably the biggest plus point of the device even with 90hz it passes my day.It sometimes crushes black in Netflix.😡Call quality is amazing.*I played cod and it plays well with upto 60fps.BGMI - haven't played it yet but saw few youtubers playing it at 30 fps.Also the phone is super slim light weight the other pav kg ugli phones.,Mohamed umair,Loved it
221,2.0 out of 5 stars,1st time buying oneplus phone and very disappointed. I have return this product.I giving 2 star because of os and display. Other then nothing better in this phone. Camera very poor. It capture dull photos. Better backup also not as much as good.,Vipul Modha,Very poor camera at 25k price.
222,4.0 out of 5 stars,"This is a nice device. It fulfills my main requirment which is simple and pure android interface.Second, it is lighter and easy to hold.Design is also ok.Camera is fine.Charging is quite fast.Battery is decent.It doesn't have gorilla glass protection.",Raman Singal,A Nice Device.
223,5.0 out of 5 stars,"Its not that bad to be honest. Phones worse than this have better rating. It is suffering because the other phones from oneplus are a notch above. Its true it doesn't have the best camera nor is the price justified. But trust me, the OS is enough to convince you to spend a little extra. There is no bloatware. Just smooth Oxygen OS experience. And yes the feel is premium ish.. its slim and light weight and thats the best part. Will make you want to lose that cover!Go for it! Its worth a shot in this segment.",Ankit Seth,Buy it for the OS and feel
224,4.0 out of 5 stars,"Your browser does not support HTML5 video.


   Been using this phone from last 5 days nowDespite all the negative reviews from all the tech reviewers. My experience with this device has been good till now.I feel this is the best device when it comes to User Experience.Back is plastic but does feel premium. Overall I feel this is a veey well balanced phone. Screen is amazing - 90hz 1080p amoled display.Camera is decent. Battery life is excellent. I am not a mobile gamer so so 750G works really fine for me. Calls quality also amazing. Bloatware and ad free experience are major pros for me. I think the only issue is with the pricing, they are charging a lil bit premium for the one plus brand and ad free experience.",chaitanya,Good Phone.
225,1.0 out of 5 stars,This is the worst phone I have ever seen. Better to buy low range phone instead of this. I bought this phone 3 days back and it has sensor issue. Amazon will not give replacement as per their policy. Neither customer care will help you with the issue to fix.,Abhishek,Do not buy! Fake OnePlus
226,2.0 out of 5 stars,Bad camera. You can say it's worst camera(front and rear both) at this price.(পটপটে প্লাস্টিক).Average battery backup. Sometimes battery drains too fast without doing anything.Decent fast charging.Bad build quality. Plastic back is very thin.Good display. Sound output is not bad. Oxygen OS is awesome. Form factor is cool. BGMI experience is good too. No heating issues at all. But again overall experience from OnePlus is a disappointing one.,Anonymous,#OnePlusSettled
227,3.0 out of 5 stars,"After searching alot for phones under 25k, I am at the point of Samsung f62, M51 , Poco x3, Iqoo z3 and finally Nord CE .Finally went with Nord CE.-The look and feel is so great and so premium.-Battery is good too but I feel it's draining a lil bit faster than I anticipated but can easily last a day or more(depends on usage)The important of all,. Camera quality is DISAPPOINTING. Seriously, the pictures are like some artificial images and contrast isn't right. Portrait mode is like you manually blurred the image. Very poor cam quality.I understand you have to cut down somewhere to provide at this rate but if you core edition, camera is core usage of modern era of phone operations.Better go for Poco x3 or MI 11 lite.",Soma Jagadeesh,Great phone with poor camera.
228,5.0 out of 5 stars,"It's been 3 days since I'm using the phone and it is buttery smooth! The battery is excellent too which charges really quickly and gives you more than 1 day of usage even with medium to heavy usage. The cameras are a great improvement since Nord and they remove natural color images. Even the nightscape mode is a blessing which removes shots under low light with pretty good clarity almost as close to a Pixel 4a if not there. Yes I've compared both the phones since I have both of them. The 90hz refresh rate makes the experience even more smooth and quick along with the beautiful display. Totally recommend this under 27k! I don't get why there's so much hate about this phone, I think OnePlus did a great job except the Alert slider which was missing and the Gorilla Glass protection.",Osborne Dias,An all-in-one power packed combo under 27k
229,4.0 out of 5 stars,"***** NOTE: If you previously owned a OnePlus phone (Op 6 or later) then it will be foolish of you to think that this phone is actually an upgrade over it.My Previous phone: POCO F1*****I never owned a OnePlus phone and below are my thoughts about it.*****1) DISPLAY:Pretty good. My previous phone had an IPS panel. So no complaints there. In-display fp reader is also pretty good.2) REFRESH RATE:Having refresh rate 90hz/120hz/144hz or blah blah doesn't make a difference for me as it is not distinguishable for a naked eye. These are just numbers to boost price. A 60hz panel is more than enough.3) BATTERY:Pretty good. Can easily last for more than 1 day usage on moderate usage. 30W Warp charge is too good4) OXYGEN OS:The main thing that made me consider this phone over any other smartphone. Almost stock android and zero bloatware. Clean experience when compared to MIUI. Also, consistency in regular updates. Overall the UI experience is an upgrade from my last phone. So definitely no complaints there.5) CAMERAS:It's not that great and not that bad so don't expect a pixel level quality from a mid range phone. It's decent to use. Don't go for this phone if your preference is good quality pictures.6) AUDIO:Overall good audio quality. More equalizer options could have been provided. I use it with OnePlus bullet wireless Z bluetooth headset and the quality is good and optimized for their branded headset. Mono speaker is also loud enough.7) GAMING:Good quality gaming can be expected from the 750G chip. For a casual gameplay experience it is good enough. Don't expect high fps gameplay with max settings on this chip.8) ALERT SLIDER:It's not a miss for me as I never used this in any of my previous phones.FINAL THOUGHTS:For me it has been a great experience using this OnePlus device mainly because of the OS and it's clean and fluid experience.",Saurabh,A great budget option for those who never used a OnePlus phone before!
230,4.0 out of 5 stars,"Your browser does not support HTML5 video.


   The phone is not that bad, believe me guys, I am using this phone (8gb Ram,128gb storage). Yes some features are missing from old OnePlus devices but overall it is good product.1. Battery - 4/5 - No drain issue found. You can not expect 1.5 days of battery backup with 4500 mAh capacity. Yes but 1 day is enough and we have 30 Watt charger.2. Performance -4/5 (I am able to play call of duty at 58 to 60fps. So not Flagship level performance but yes you can play games without performance lag).3. Display - 5/5 - Yes display is awesome. No issues found. 90hz is smooth.4. OnePlus ui 4.5/5 - Smooth experience , clean,  no adds and no bloatwares and according to your usage the ui recognise and then apps open quick.5. In display finger print lock 4/5 - Not slow as shown in youtube videos.6. Camera 3.5/5 - I would say not that bad. But at this price range it is good. Clicked photos take little time to process.7. Charging 4/5 - Not in 30 min but does charge within 40 min upto 68-70%. I would say it's okay. Not so bad.8. Build 3/5 - Plastic back but not bad. The only problem I feel is that it doesn't have gorilla glass protection. And side panel is also plastic. They have given cover and screen guard which is nicee.9 Heating 4/5 : I found no heating issue either. While charging, phone does get warm but it is normal and even all phones get warm a little bit. So this isn't an issue.10 Weight 5/5: light and handy.Speakers are not my concerns. Good loud quality and 3.5mm jack output is nice.You can do ""call recording"".I am an iPhone user but still this phone is nooot bad as shown in Youtube. So , Overall 4/5 for this phone.",Neel Suthar,A nice phone.
231,5.0 out of 5 stars,"I'm Writing this review after using the OnePlus Nord ce 5g after a week.I've Switched from Vivo V15pro to this OnePlus Nord CE 5G as I wanted to experience smooth, Best OS i.e., Oxygen OS.OnePlus bought it's best in this price range. Many are saying that it doesn't have Gorilla glass protection on the back & Front but still the Matte finish at the back gives the phone premium look & coming to front there's a dragon glass protection which is used in many mobiles including the recent Google pixel 4a. Coming to the camera quality the back camera which is powered by Omnivision 64 MP sensor gives the best quality which we can expect at this price range. Front camera too is giving it's best to give detailed images & the portrait effect is excellent after an update by OnePlus. Coming to sound quality speakers are performing really good & the sound is excellent if earphones are plugged in. Battery Charge too lasts good & charging is powered by 30t Warp charge which is performing great. Coming to graphics I've played COD & as refresh rate is 90hz it's really well & the variant I've purchased is 12GB/256GB Void Blue Color. Last but not least, *If u are a heavy user/Gamer this is not the correct mobile for you better go for the other brands. The Mobile is really performing well & You can go for it if u wanna experience a smooth User Interface & Premium looks & specs at a mid range segment.Will edit my review after somedays again.",Sai Sasank,Best Phone in this Segment..!
232,3.0 out of 5 stars,Not that good to OnePlus user/ Not that bad to other android user.The point is OnePlus 7 48MPcamera is better than 64 MP of nord Ce when it's about rear camera.Front camera of nord Ce  is better than that of OnePlus 7.Its overall good but I am not satisfied with this....Screen casting is very slow ..I was using vivo y 51 A that was superbly working where OnePlus s casting is worst beyong my guess,Madhu,Not Bad
233,1.0 out of 5 stars,"waste of money ,Worst mobile ever,screen cast not working, wifi keep witch to other network automatically, usb driver not detecting screen display is very low, they provide few other option but still very low on daylight",ManiKandan,"Worst mobile, it's not worth to this price range, lot of options are missing"
234,1.0 out of 5 stars,"Better buy a samsung M51 than this one. Purchased with phone as my secondary phone but not happy with even the normal performance, camera and display are like 5K to 10K phones. Feels and looks like a teal plastic brick.",Nandan Mathure,Do not buy! Chinese scrap assembled in India.
235,3.0 out of 5 stars,"Having used samsung galaxy s series, Google pixel and mi devices earlier - this was my first oneplus device. Got the 8gb variant.With the hdfc discount and Amazon pay cashback, the pricing was decent.The best part is the pixel like software experience - smooth and lag free.Camera - I am not sure what the deal is with using multiple cameras when you cannot get a decent output.I have not been able to get it to do fast charging using any of the quick charge or per delivery chargers I have or using the bundled warp charger.",chiranjeevi,"Scores on software experience, loses in camera department. Weird charging behaviour"
236,1.0 out of 5 stars,I had really high hopes for this product. I m a 2 year user of galaxy s9 so I was looking to upgrade my phone. I went for the 12gb ram model. Simply put it does not have the juice to warrant a 27k price tag. I found the UI clunky and slow. There were performance lags at places where a 12gb phone had no place belonging. The display was weirdly grainy on fine edges. I don't know how that's possible on such a high res screen.,niph,"see it in person first then only buy, it's kinda hyped"
237,3.0 out of 5 stars,Bought 12/256Not that much responsiveFinger print and face detection is not that much quick in access.Camera is not so good it’s only okAuto backs to Home Screen  some time in what’s app or in text msg while typingWeight less and good in designPower full battery and wrap charge is good,Arun Kumar S,Not worth buying
238,4.0 out of 5 stars,"I was using mi before now I have bought my first Nord CE 5g phone .Pros. Best OS compared to others, good battery life , fingerprint sensitivity really work faster , only single source but noice is awesome.Cons- worst camera quality by one Plus can't capture original photos hope company will make some updates in coming days waiting for that , if you use auto recording feature every time system will update it's irritating.no LED light while charging .If you want phone for good performance and clean OS can go for this better than Mi phone ..",Tushar matte,Amazon Customer
239,1.0 out of 5 stars,Waste phoneWorst camera qualityBattery draining issueFast charging not that muchI am telling genuine...go for other phone in this price range you will be Happy...don't buy this waste phone,Amazon Customer,Waste phone from oneplus
240,1.0 out of 5 stars,Heating issues soon after unboxing...using since Last two hours .... phone temperature is High continuously...very bad,VINAY,I never expected heating issues
241,3.0 out of 5 stars,"I bought this phone on first booking. Disappointed with expectations.Pro:- excellent display- fast charging- lag free UI- excellent sound in speaker and in headphones- clean OS- good quality case providedCons:- poor camera. If you are looking for good camera, don't go for this. My 5 years old One Plus X has far better camera quality. Camera has very basic limited options, the same I have in One Plus X. Nothing new. All images captured have central focus, at edges, images are blur, like I had issues in my Canon camera after dropped from table.- camera flash has highly yellowish tint, not white light expected from LED. Not expected as per price tag set. Feeling like cheap phone with poor flash.- battery capacity under the expectations. With 90 Hz refresh rate, battery rating not justified.Battery drops drastically like 1% per 10 min,whether you use or not. Keep charger handy, if you use more.Overall, I just wanted to upgrade my old One Plus X to have a better camera, but their I failed on assumptions that after five years, One Plus would have better camera, which did not turn into reality. Rather on flash sale, I could have waited and explored more options, 28k is not a small amount.",Vipul Babariya,Average phone with high price
242,1.0 out of 5 stars,"Before launch of this phone I got update in one plus 6, after which my phone battery is draining from 100 to 0 in less then 2 hours. Games are hanging and lagging, camera quality & focus became very poor. Oneplus is downgrading old phones so customers buy new ones. At the price of this nord one can get better phones of other companies, this phone have plastic body & no glass back, it failed durability test, average camera quality it is just downgraded version of previous oneplus nord. I will not buy oneplus again, I want to switch to other brand.",Dhawal Arora,Company is installing bugs and downgrading old phones before launch of this nord ce
243,5.0 out of 5 stars,"Amazing product in  2 words. the OnePlus is famous for the os , the Oxygen os is much better than any other silly phone's. Camera is good, people's are saw many review's and comparison on YouTube, please don't go with that silly people's, for gaming I played both COD and BGMI 45 mins, and I did not feel any lag,frame drop and heating issue,and I play with high graphics on High ,for high ultra is not available, and there customisation are very good , seriously one Plus know how to make good phone's, in Between game I have some office work so I just went to laptop by resuming the game and come after 20min ,trust me I were still in lobby after 20min with 4 apps open in background,there Ram management is very good, please don't go with the reviews on YouTube with iqoo,lqoo,pqoo,chuqoo,,😂 , don't go with the slightly speed comparison with those shitty name phone's, obviously man Mercedes has less mileage than swift desire, but the name is enough, go with the brand ,I. Know both are Chinese so why choose pure Chinese 😂 lol , go with OnePlus and experience the OnePlus os and there optimization, trust me they know how to make good phone's...,...",Jayank chandil,"Oxygen os, Ram management, best phone under 25k"
244,5.0 out of 5 stars,Quick and prompt delivery by Amazon. Phone is a premium offer at affordable price. I got Rs 1500 discount. Speed is blazing fast. Display is excellent. Camera has very good sensor and many features. Oxygen OS is very user friendly. Power back up is also good. Cant test 5G now. Altogether a package which makes you feel in a premium and elite category.,FEROZ KHAN,Premium phone at affordable price
245,2.0 out of 5 stars,"Use the phone largely for making calls or taking calls. No games.Feel is very plasticky. For the same range, you get at least metal body and light weight phone. UI/UX is fairly intuitive.Charging is fast and reliable.Doesn't contain any ear phones in the box.",Amazon Customer,Plasticky feel but decent performance; should be okay for only 15K rupees
246,2.0 out of 5 stars,Finger print issue I can see here. Sometime it does not allow and then phone does not respond for few seconds. Even power button doesn't work at that time. Also GPS is really bad. I am not sure if this is also this phones issue only. I was very excited for OnePlus. But my excitement is gone just after 3 days.,Kabita Kumari,Looks good but can see few issues in the early days only
247,5.0 out of 5 stars,"I have been reading some of the reviews here. The top one says ""bakwas phone"", and that's it. Amazingly enough a lot of people found that review helpful hence it shows up at the top. Don't know what's wrong with people.Don't believe it. It's a very good phone. Yes, you will get more bang for your buck with something like poco x3 pro. But if you value the near stock android simple and smooth software experience, this is the phone for you. Just two words fast and smooth, this has been my experience so far. Yes the camera isn't the best, doesn't mean it's horrible, it's good enough for me. If camera is your priority, this is not for you. Otherwise it's a great phone.",Ritam Pathak,Excellent if sowfware experience is important for you
248,2.0 out of 5 stars,"Using this phone from 4 days, its an ok ok phone. Too slow and is lagging from first day.The body is 100% identical to f19(i have one) but with lil better processer and camera. Samsung A52 is better and if your budget suits go for OnePlus 9r. This is not a phone for which you are looking.",Amazon Customer,"Not so good, too slow.... Mix of oppo f19 and great screen"
